[2025-08-08 14:49:46,705 ] 18 root - INFO - Initiate the data ingestion
[2025-08-08 14:49:51,953 ] 65 root - INFO - Performed train test split on the dataframe
[2025-08-08 14:49:51,953 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-08-08 14:49:51,954 ] 75 root - INFO - Exporting train and test file path.
[2025-08-08 14:49:52,034 ] 84 root - INFO - Exported train and test file path.
[2025-08-08 14:49:52,035 ] 20 root - INFO - Data Initiation Completed
[2025-08-08 14:49:52,043 ] 24 root - INFO - Initiate the data Validation
[2025-08-08 14:49:52,198 ] 32 root - INFO - Required number of columns:2
[2025-08-08 14:49:52,199 ] 33 root - INFO - Data frame has columns:31
[2025-08-08 14:49:52,199 ] 32 root - INFO - Required number of columns:2
[2025-08-08 14:49:52,199 ] 33 root - INFO - Data frame has columns:31
[2025-08-08 14:49:52,407 ] 26 root - INFO - data Validation Completed
[2025-08-08 14:49:52,407 ] 30 root - INFO - Data Transformation Started
[2025-08-08 14:49:52,407 ] 101 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2025-08-08 14:49:52,407 ] 103 root - INFO - Starting data transformation
[2025-08-08 14:49:52,455 ] 47 root - INFO - Entered get_data_transformer_object method of Transformation Class
[2025-08-08 14:49:52,455 ] 51 root - INFO - Initialize KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-08-08 14:49:52,482 ] 47 root - INFO - Entered the save_object method of MainUtils class
[2025-08-08 14:49:52,488 ] 51 root - INFO - Exited the save_object method of MainUtils class
[2025-08-08 14:49:52,488 ] 47 root - INFO - Entered the save_object method of MainUtils class
[2025-08-08 14:49:52,493 ] 51 root - INFO - Exited the save_object method of MainUtils class
